vocab,pos_prob,neg_prob
wsbest,1.299072462261945e-05,8.948345674593409e-06
pyze,1.299072462261945e-05,8.948345674593409e-06
dealing,1.299072462261945e-05,4.026755553567034e-05
defendwallst,1.299072462261945e-05,2.2370864186483524e-05
aqy,2.59814492452389e-05,4.4741728372967045e-06
fucc,2.59814492452389e-05,0.0001744927406545715
believe,0.00022084231858453065,0.00029082123442428584
probz,1.299072462261945e-05,1.7896691349186818e-05
lawwwddd,1.299072462261945e-05,8.948345674593409e-06
fonda,1.299072462261945e-05,8.948345674593409e-06
zitlalyl,2.59814492452389e-05,3.5793382698373636e-05
glow,3.897217386785835e-05,8.948345674593409e-06
uniys,2.59814492452389e-05,4.4741728372967045e-06
dogbountyhunter,1.299072462261945e-05,8.948345674593409e-06
sportsteamnews,2.59814492452389e-05,4.4741728372967045e-06
urqaj,1.299072462261945e-05,8.948345674593409e-06
nagenoeg,1.299072462261945e-05,8.948345674593409e-06
gang,6.495362311309725e-05,0.00010738014809512092
chi,1.299072462261945e-05,1.7896691349186818e-05
commend,1.299072462261945e-05,8.948345674593409e-06
clyburn,2.59814492452389e-05,4.4741728372967045e-06
builder,1.299072462261945e-05,1.3422518511890114e-05
unt,1.299072462261945e-05,1.3422518511890114e-05
deadjake,1.299072462261945e-05,1.3422518511890114e-05
livg,1.299072462261945e-05,8.948345674593409e-06
brettcanfly,2.59814492452389e-05,4.4741728372967045e-06
wintergirl,2.59814492452389e-05,4.4741728372967045e-06
universionrblx,2.59814492452389e-05,4.4741728372967045e-06
illmissu,2.59814492452389e-05,4.4741728372967045e-06
plsfl,1.299072462261945e-05,8.948345674593409e-06
timis,1.299072462261945e-05,8.948345674593409e-06
emadair,2.59814492452389e-05,4.4741728372967045e-06
bgu,1.299072462261945e-05,8.948345674593409e-06
within,1.299072462261945e-05,1.7896691349186818e-05
govjaynixon,1.299072462261945e-05,1.3422518511890114e-05
luccivee,1.299072462261945e-05,8.948345674593409e-06
shaikethatass,1.299072462261945e-05,8.948345674593409e-06
broad,3.897217386785835e-05,8.500928390863739e-05
neveraskablackperson,1.299072462261945e-05,8.948345674593409e-06
ambitious,1.299072462261945e-05,1.3422518511890114e-05
binging,1.299072462261945e-05,8.948345674593409e-06
yoi,1.299072462261945e-05,8.948345674593409e-06
jnnqwisao,1.299072462261945e-05,8.948345674593409e-06
drowning,2.59814492452389e-05,1.3422518511890114e-05
yjyjeoem,1.299072462261945e-05,8.948345674593409e-06
nerdatcooltable,1.299072462261945e-05,2.2370864186483524e-05
chuuu,1.299072462261945e-05,1.7896691349186818e-05
sbteq,2.59814492452389e-05,4.4741728372967045e-06
ode,1.299072462261945e-05,1.3422518511890114e-05
whisperdispatch,2.59814492452389e-05,4.4741728372967045e-06
stoopid,1.299072462261945e-05,1.7896691349186818e-05
dreigdwergen,2.59814492452389e-05,4.4741728372967045e-06
ldx,1.299072462261945e-05,8.948345674593409e-06
dtdxdi,2.59814492452389e-05,4.4741728372967045e-06
whoswilly,1.299072462261945e-05,8.948345674593409e-06
shortsaid,1.299072462261945e-05,8.948345674593409e-06
iuwjm,1.299072462261945e-05,8.948345674593409e-06
goodgraces,1.299072462261945e-05,1.3422518511890114e-05
drknioe,1.299072462261945e-05,8.948345674593409e-06
brute,1.299072462261945e-05,8.948345674593409e-06
yaaasss,1.299072462261945e-05,8.948345674593409e-06
speicher,2.59814492452389e-05,4.4741728372967045e-06
qivkeptlkj,2.59814492452389e-05,4.4741728372967045e-06
ashanni,1.299072462261945e-05,8.948345674593409e-06
cpr,2.59814492452389e-05,8.948345674593409e-06
promoting,1.299072462261945e-05,1.3422518511890114e-05
skpkf,1.299072462261945e-05,8.948345674593409e-06
emilywcvb,2.59814492452389e-05,4.4741728372967045e-06
mustard,2.59814492452389e-05,2.684503702378023e-05
oohx,1.299072462261945e-05,8.948345674593409e-06
youre,0.0008314063758476448,0.002237086418648352
sirturn,1.299072462261945e-05,8.948345674593409e-06
breezypetey,1.299072462261945e-05,8.948345674593409e-06
muv,1.299072462261945e-05,8.948345674593409e-06
itni,2.59814492452389e-05,4.4741728372967045e-06
theuncurvable,1.299072462261945e-05,1.3422518511890114e-05
hbcu,1.299072462261945e-05,8.948345674593409e-06
bartending,1.299072462261945e-05,8.948345674593409e-06
antisemite,1.299072462261945e-05,8.948345674593409e-06
snkscoyote,2.59814492452389e-05,4.4741728372967045e-06
disliking,1.299072462261945e-05,8.948345674593409e-06
luuuube,1.299072462261945e-05,8.948345674593409e-06
ssladyre,2.59814492452389e-05,1.7896691349186818e-05
tlc,2.59814492452389e-05,8.948345674593409e-06
brianfantana,1.299072462261945e-05,8.948345674593409e-06
cousintoucher,1.299072462261945e-05,8.948345674593409e-06
uyba,1.299072462261945e-05,8.948345674593409e-06
lgbt,3.897217386785835e-05,4.4741728372967045e-06
leeniepunkin,1.299072462261945e-05,8.948345674593409e-06
participated,2.59814492452389e-05,4.4741728372967045e-06
sith,1.299072462261945e-05,8.948345674593409e-06
jiare,1.299072462261945e-05,8.948345674593409e-06
skyrocketed,2.59814492452389e-05,8.948345674593409e-06
thatlatsonkidd,1.299072462261945e-05,8.948345674593409e-06
sickoe,1.299072462261945e-05,1.7896691349186818e-05
thefrogod,1.299072462261945e-05,8.948345674593409e-06
torture,1.299072462261945e-05,8.948345674593409e-06
waaa,1.299072462261945e-05,8.948345674593409e-06
lucas,1.299072462261945e-05,1.3422518511890114e-05
sassylibrarian,2.59814492452389e-05,4.4741728372967045e-06
burton,1.299072462261945e-05,8.948345674593409e-06
disappointed,2.59814492452389e-05,8.948345674593409e-06
pinstripe,3.897217386785835e-05,4.4741728372967045e-06
lucky,0.0001039257969809556,0.00014317353079349455
arcusgreatapes,2.59814492452389e-05,4.4741728372967045e-06
irritating,1.299072462261945e-05,1.7896691349186818e-05
dougbenson,1.299072462261945e-05,8.948345674593409e-06
worldnetdaily,5.19628984904778e-05,8.948345674593409e-06
proposed,2.59814492452389e-05,4.4741728372967045e-06
lilylovescamel,1.299072462261945e-05,8.948345674593409e-06
odvdap,1.299072462261945e-05,8.948345674593409e-06
eeeeeee,1.299072462261945e-05,8.948345674593409e-06
j,0.00040271246330120296,0.00045636562940426387
upie,1.299072462261945e-05,8.948345674593409e-06
video,0.000519628984904778,0.0001879152591664616
ariza,1.299072462261945e-05,8.948345674593409e-06
showtimemajed,1.299072462261945e-05,8.948345674593409e-06
alxjames,2.59814492452389e-05,4.4741728372967045e-06
har,1.299072462261945e-05,8.948345674593409e-06
queeee,2.59814492452389e-05,4.4741728372967045e-06
sincerely,2.59814492452389e-05,1.3422518511890114e-05
bitten,3.897217386785835e-05,4.4741728372967045e-06
jaymesshaylan,1.299072462261945e-05,8.948345674593409e-06
shmurda,1.299072462261945e-05,2.2370864186483524e-05
rachijuana,1.299072462261945e-05,8.948345674593409e-06
walter,2.59814492452389e-05,4.4741728372967045e-06
ave,2.59814492452389e-05,1.3422518511890114e-05
neighborhood,3.897217386785835e-05,4.474172837296705e-05
ukn,1.299072462261945e-05,8.948345674593409e-06
dcole,1.299072462261945e-05,8.948345674593409e-06
hang,6.495362311309725e-05,0.00013869935795619785
classact,1.299072462261945e-05,8.948345674593409e-06
timmy,1.299072462261945e-05,8.948345674593409e-06
hoi,2.59814492452389e-05,4.4741728372967045e-06
djphilip,1.299072462261945e-05,8.948345674593409e-06
ockxaythak,1.299072462261945e-05,8.948345674593409e-06
doodoo,3.897217386785835e-05,4.4741728372967045e-06
bugging,1.299072462261945e-05,8.948345674593409e-06
stunt,3.897217386785835e-05,4.921590121026375e-05
ella,2.59814492452389e-05,4.4741728372967045e-06
dority,1.299072462261945e-05,1.7896691349186818e-05
brighterdays,1.299072462261945e-05,1.7896691349186818e-05
beiber,1.299072462261945e-05,1.7896691349186818e-05
winksosa,1.299072462261945e-05,8.948345674593409e-06
tehdevilclan,1.299072462261945e-05,8.948345674593409e-06
yunglex,1.299072462261945e-05,8.948345674593409e-06
ouutttt,1.299072462261945e-05,8.948345674593409e-06
world,0.00045467536179168074,0.0003982013825194067
refusing,2.59814492452389e-05,8.948345674593409e-06
japanese,6.495362311309725e-05,6.711259255945057e-05
cousin,5.19628984904778e-05,0.00011632849376971433
theeditors,2.59814492452389e-05,4.4741728372967045e-06
azjwk,1.299072462261945e-05,8.948345674593409e-06
uad,1.299072462261945e-05,8.948345674593409e-06
rad,3.897217386785835e-05,1.3422518511890114e-05
dogshit,1.299072462261945e-05,1.3422518511890114e-05
itskingdee,1.299072462261945e-05,1.7896691349186818e-05
virtue,2.59814492452389e-05,4.4741728372967045e-06
smash,3.897217386785835e-05,5.369007404756046e-05
lk,1.299072462261945e-05,8.948345674593409e-06
mykat,1.299072462261945e-05,2.2370864186483524e-05
ivan,1.299072462261945e-05,2.2370864186483524e-05
favorited,1.299072462261945e-05,1.3422518511890114e-05
sneeze,2.59814492452389e-05,1.7896691349186818e-05
gxxd,1.299072462261945e-05,8.948345674593409e-06
siren,2.59814492452389e-05,4.4741728372967045e-06
daddykn,1.299072462261945e-05,8.948345674593409e-06
anointed,1.299072462261945e-05,1.3422518511890114e-05
platter,1.299072462261945e-05,8.948345674593409e-06
gump,1.299072462261945e-05,1.7896691349186818e-05
nursing,1.299072462261945e-05,8.948345674593409e-06
arturo,1.299072462261945e-05,8.948345674593409e-06
outnumbered,2.59814492452389e-05,4.4741728372967045e-06
terminated,1.299072462261945e-05,8.948345674593409e-06
xkg,1.299072462261945e-05,8.948345674593409e-06
donts,1.299072462261945e-05,1.3422518511890114e-05
turner,2.59814492452389e-05,2.2370864186483524e-05
cruisin,1.299072462261945e-05,8.948345674593409e-06
fantasygames,1.299072462261945e-05,8.948345674593409e-06
ciara,2.59814492452389e-05,1.7896691349186818e-05
dummy,1.299072462261945e-05,3.131920986107693e-05
nooooo,1.299072462261945e-05,2.2370864186483524e-05
echo,1.299072462261945e-05,8.948345674593409e-06
chantel,1.299072462261945e-05,1.3422518511890114e-05
abandonado,2.59814492452389e-05,4.4741728372967045e-06
sunnies,2.59814492452389e-05,4.4741728372967045e-06
inherribs,1.299072462261945e-05,8.948345674593409e-06
carin,1.299072462261945e-05,8.948345674593409e-06
jarred,1.299072462261945e-05,8.948345674593409e-06
success,5.19628984904778e-05,1.7896691349186818e-05
blink,2.59814492452389e-05,1.3422518511890114e-05
iamkingrico,1.299072462261945e-05,1.3422518511890114e-05
babyy,1.299072462261945e-05,8.948345674593409e-06
dion,1.299072462261945e-05,8.948345674593409e-06
lik,2.59814492452389e-05,1.3422518511890114e-05
liddoprincess,1.299072462261945e-05,8.948345674593409e-06
hkmfpnruku,2.59814492452389e-05,4.4741728372967045e-06
mbiedance,1.299072462261945e-05,4.026755553567034e-05
calistrong,1.299072462261945e-05,1.7896691349186818e-05
stooooned,1.299072462261945e-05,8.948345674593409e-06
hennessy,1.299072462261945e-05,8.948345674593409e-06
watic,2.59814492452389e-05,4.4741728372967045e-06
gellebeaux,1.299072462261945e-05,1.3422518511890114e-05
articulate,1.299072462261945e-05,1.3422518511890114e-05
wwl,2.59814492452389e-05,4.4741728372967045e-06
cumin,1.299072462261945e-05,1.3422518511890114e-05
littlelinnda,1.299072462261945e-05,8.948345674593409e-06
cockyblackguy,1.299072462261945e-05,8.948345674593409e-06
detonated,2.59814492452389e-05,4.4741728372967045e-06
grail,1.299072462261945e-05,8.948345674593409e-06
getting,0.000519628984904778,0.0009127312588085277
album,5.19628984904778e-05,7.158676539674727e-05
creature,6.495362311309725e-05,1.7896691349186818e-05
scubakitteh,1.299072462261945e-05,8.948345674593409e-06
uploading,1.299072462261945e-05,8.948345674593409e-06
crook,2.59814492452389e-05,1.3422518511890114e-05
shaylovesya,1.299072462261945e-05,8.948345674593409e-06
mgeminiquotes,1.299072462261945e-05,8.948345674593409e-06
jozokfei,2.59814492452389e-05,4.4741728372967045e-06
natal,1.299072462261945e-05,8.948345674593409e-06
servicematters,2.59814492452389e-05,4.4741728372967045e-06
chtqnr,1.299072462261945e-05,8.948345674593409e-06
chive,2.59814492452389e-05,4.4741728372967045e-06
xkyo,1.299072462261945e-05,8.948345674593409e-06
shutcho,1.299072462261945e-05,1.7896691349186818e-05
lotr,1.299072462261945e-05,8.948345674593409e-06
evem,1.299072462261945e-05,8.948345674593409e-06
hkmtwgp,1.299072462261945e-05,8.948345674593409e-06
cattle,2.59814492452389e-05,8.948345674593409e-06
freeky,1.299072462261945e-05,8.948345674593409e-06
shmediums,1.299072462261945e-05,8.948345674593409e-06
yellabeautykc,2.59814492452389e-05,4.4741728372967045e-06
slater,1.299072462261945e-05,8.948345674593409e-06
blaz,2.59814492452389e-05,4.4741728372967045e-06
andreberto,1.299072462261945e-05,8.948345674593409e-06
tweakin,1.299072462261945e-05,4.026755553567034e-05
tweaker,1.299072462261945e-05,8.948345674593409e-06
tajmahal,1.299072462261945e-05,8.948345674593409e-06
yxsu,1.299072462261945e-05,8.948345674593409e-06
rodriguezliam,1.299072462261945e-05,8.948345674593409e-06
differential,2.59814492452389e-05,4.4741728372967045e-06
whiteculture,2.59814492452389e-05,4.4741728372967045e-06
duck,7.79443477357167e-05,8.500928390863739e-05
innerslutty,1.299072462261945e-05,8.948345674593409e-06
fagjo,1.299072462261945e-05,8.948345674593409e-06
rejected,1.299072462261945e-05,1.3422518511890114e-05
angiee,1.299072462261945e-05,8.948345674593409e-06
teddydeljones,1.299072462261945e-05,8.948345674593409e-06
fkr,1.299072462261945e-05,8.948345674593409e-06
dntlie,1.299072462261945e-05,8.948345674593409e-06
scissor,1.299072462261945e-05,1.3422518511890114e-05
toto,1.299072462261945e-05,1.3422518511890114e-05
litigiousmind,2.59814492452389e-05,8.948345674593409e-06
fleekate,1.299072462261945e-05,8.948345674593409e-06
rhyds,1.299072462261945e-05,1.3422518511890114e-05
eskimo,1.299072462261945e-05,8.948345674593409e-06
dattniggamatt,1.299072462261945e-05,8.948345674593409e-06
adriwadrri,1.299072462261945e-05,8.948345674593409e-06
junky,2.59814492452389e-05,4.4741728372967045e-06
roasting,1.299072462261945e-05,8.948345674593409e-06
thequeensoxill,1.299072462261945e-05,1.3422518511890114e-05
yzjvcu,1.299072462261945e-05,8.948345674593409e-06
bouncin,1.299072462261945e-05,8.948345674593409e-06
wykh,1.299072462261945e-05,8.948345674593409e-06
belowthaabelt,1.299072462261945e-05,8.948345674593409e-06
xavi,1.299072462261945e-05,8.948345674593409e-06
gna,1.299072462261945e-05,1.3422518511890114e-05
kkk,2.59814492452389e-05,3.131920986107693e-05
talibkweli,2.59814492452389e-05,8.948345674593409e-06
basin,2.59814492452389e-05,4.4741728372967045e-06
dalerts,1.299072462261945e-05,8.948345674593409e-06
bleedingtrap,1.299072462261945e-05,8.948345674593409e-06
lethal,3.897217386785835e-05,8.948345674593409e-06
nutjob,1.299072462261945e-05,8.948345674593409e-06
play,0.0006625269557535919,0.000697970962618286
catering,2.59814492452389e-05,1.3422518511890114e-05
washpost,2.59814492452389e-05,4.4741728372967045e-06
petty,1.299072462261945e-05,5.816424688485716e-05
pjmclaugh,2.59814492452389e-05,4.4741728372967045e-06
shoq,2.59814492452389e-05,4.4741728372967045e-06
jergucci,1.299072462261945e-05,3.131920986107693e-05
obamacare,3.897217386785835e-05,1.3422518511890114e-05
centaur,1.299072462261945e-05,8.948345674593409e-06
clfrew,1.299072462261945e-05,1.3422518511890114e-05
angieex,1.299072462261945e-05,8.948345674593409e-06
leezythewarrior,1.299072462261945e-05,8.948345674593409e-06
luus,1.299072462261945e-05,8.948345674593409e-06
golf,5.19628984904778e-05,1.3422518511890114e-05
emmaleeeparkerr,1.299072462261945e-05,8.948345674593409e-06
rejecting,2.59814492452389e-05,4.4741728372967045e-06
steamed,2.59814492452389e-05,8.948345674593409e-06
overplayed,1.299072462261945e-05,8.948345674593409e-06
comstock,2.59814492452389e-05,4.4741728372967045e-06
shyhoof,1.299072462261945e-05,8.948345674593409e-06
necognize,2.59814492452389e-05,4.4741728372967045e-06
autograph,1.299072462261945e-05,8.948345674593409e-06
asillypsycho,1.299072462261945e-05,8.948345674593409e-06
sipped,2.59814492452389e-05,4.4741728372967045e-06
monae,1.299072462261945e-05,8.948345674593409e-06
jbhjmpy,1.299072462261945e-05,8.948345674593409e-06
eggnog,2.59814492452389e-05,4.4741728372967045e-06
lvodrmiwih,1.299072462261945e-05,8.948345674593409e-06
balanced,2.59814492452389e-05,4.4741728372967045e-06
bother,3.897217386785835e-05,2.2370864186483524e-05
jane,3.897217386785835e-05,2.684503702378023e-05
keefs,1.299072462261945e-05,8.948345674593409e-06
nowadays,3.897217386785835e-05,4.474172837296705e-05
smashin,1.299072462261945e-05,1.3422518511890114e-05
greet,1.299072462261945e-05,2.2370864186483524e-05
estaban,3.897217386785835e-05,4.4741728372967045e-06
bossmanran,1.299072462261945e-05,8.948345674593409e-06
bigghostltd,1.299072462261945e-05,8.948345674593409e-06
godly,1.299072462261945e-05,1.3422518511890114e-05
beenie,1.299072462261945e-05,8.948345674593409e-06
sccr,2.59814492452389e-05,4.4741728372967045e-06
memory,5.19628984904778e-05,3.131920986107693e-05
fal,1.299072462261945e-05,8.948345674593409e-06
pumped,1.299072462261945e-05,8.948345674593409e-06
shoryy,1.299072462261945e-05,8.948345674593409e-06
graffiti,3.897217386785835e-05,4.4741728372967045e-06
runt,1.299072462261945e-05,8.948345674593409e-06
brief,2.59814492452389e-05,1.7896691349186818e-05
cersei,1.299072462261945e-05,8.948345674593409e-06
bussy,1.299072462261945e-05,8.948345674593409e-06
hea,1.299072462261945e-05,2.2370864186483524e-05
deepaul,1.299072462261945e-05,8.948345674593409e-06
anger,6.495362311309725e-05,8.948345674593409e-06
sidechiccs,1.299072462261945e-05,8.948345674593409e-06
bungeed,2.59814492452389e-05,4.4741728372967045e-06
vnpacheco,1.299072462261945e-05,8.948345674593409e-06
itsfoodporn,7.79443477357167e-05,4.4741728372967045e-06
entmagazine,2.59814492452389e-05,4.4741728372967045e-06
upholds,2.59814492452389e-05,4.4741728372967045e-06
kmojddil,2.59814492452389e-05,4.4741728372967045e-06
beam,1.299072462261945e-05,1.7896691349186818e-05
corylafon,1.299072462261945e-05,1.3422518511890114e-05
jayin,1.299072462261945e-05,8.948345674593409e-06
tail,6.495362311309725e-05,3.131920986107693e-05
sqt,1.299072462261945e-05,8.948345674593409e-06
zible,1.299072462261945e-05,8.948345674593409e-06
prodsjewel,1.299072462261945e-05,8.948345674593409e-06
baskett,1.299072462261945e-05,8.948345674593409e-06
flighty,1.299072462261945e-05,8.948345674593409e-06
voz,1.299072462261945e-05,8.948345674593409e-06
nitro,1.299072462261945e-05,8.948345674593409e-06
greenlanternjet,2.59814492452389e-05,4.4741728372967045e-06
inhighschool,1.299072462261945e-05,8.948345674593409e-06
brooklyn,7.79443477357167e-05,2.2370864186483524e-05
overused,1.299072462261945e-05,1.7896691349186818e-05
ovaaaaaa,1.299072462261945e-05,8.948345674593409e-06
ronson,1.299072462261945e-05,8.948345674593409e-06
tn,5.19628984904778e-05,3.5793382698373636e-05
devonceeknowles,1.299072462261945e-05,8.948345674593409e-06
sidekick,1.299072462261945e-05,1.3422518511890114e-05
baseballfact,2.59814492452389e-05,4.4741728372967045e-06
eaton,1.299072462261945e-05,8.948345674593409e-06
greeneggs,1.299072462261945e-05,8.948345674593409e-06
mouthy,1.299072462261945e-05,8.948345674593409e-06
bo,0.0001039257969809556,3.131920986107693e-05
yamanakavalerio,1.299072462261945e-05,8.948345674593409e-06
slavecatcher,1.299072462261945e-05,8.948345674593409e-06
gallagheremily,1.299072462261945e-05,8.948345674593409e-06
breddifferent,1.299072462261945e-05,1.3422518511890114e-05
uhmime,1.299072462261945e-05,8.948345674593409e-06
tylerschuster,2.59814492452389e-05,4.4741728372967045e-06
canned,2.59814492452389e-05,4.4741728372967045e-06
balkamania,2.59814492452389e-05,4.4741728372967045e-06
brow,2.59814492452389e-05,8.948345674593409e-06
competing,2.59814492452389e-05,8.948345674593409e-06
dig,1.299072462261945e-05,2.684503702378023e-05
shoreline,2.59814492452389e-05,4.4741728372967045e-06
elimimian,2.59814492452389e-05,4.4741728372967045e-06
tisk,1.299072462261945e-05,1.3422518511890114e-05
wxwrbee,1.299072462261945e-05,8.948345674593409e-06
heading,2.59814492452389e-05,4.4741728372967045e-06
straightup,1.299072462261945e-05,8.948345674593409e-06
shoz,2.59814492452389e-05,4.4741728372967045e-06
raising,1.299072462261945e-05,2.2370864186483524e-05
handy,3.897217386785835e-05,8.948345674593409e-06
handsomeesco,1.299072462261945e-05,1.3422518511890114e-05
cleat,2.59814492452389e-05,1.3422518511890114e-05
dontarguejustacceptit,1.299072462261945e-05,8.948345674593409e-06
drillin,1.299072462261945e-05,8.948345674593409e-06
cunt,1.299072462261945e-05,0.0013422518511890115
victorb,3.897217386785835e-05,4.4741728372967045e-06
codyaveresch,1.299072462261945e-05,8.948345674593409e-06
back,0.0010782301436774143,0.0017404532337084182
freaky,1.299072462261945e-05,4.474172837296705e-05
shvkxir,1.299072462261945e-05,1.3422518511890114e-05
library,1.299072462261945e-05,1.7896691349186818e-05
boiz,1.299072462261945e-05,8.948345674593409e-06
snuggling,1.299072462261945e-05,8.948345674593409e-06
tianaroseee,1.299072462261945e-05,8.948345674593409e-06
ffffffffffffuck,1.299072462261945e-05,8.948345674593409e-06
bitchnigga,1.299072462261945e-05,8.948345674593409e-06
tdz,1.299072462261945e-05,8.948345674593409e-06
flicl,1.299072462261945e-05,8.948345674593409e-06
gamboa,1.299072462261945e-05,8.948345674593409e-06
grisham,1.299072462261945e-05,8.948345674593409e-06
cotydankh,1.299072462261945e-05,1.3422518511890114e-05
politico,3.897217386785835e-05,4.4741728372967045e-06
permatrippin,1.299072462261945e-05,8.948345674593409e-06
bouldercrest,1.299072462261945e-05,8.948345674593409e-06
cosbymeme,2.59814492452389e-05,4.4741728372967045e-06
panama,2.59814492452389e-05,4.4741728372967045e-06
sirstern,1.299072462261945e-05,8.948345674593409e-06
killall,1.299072462261945e-05,1.3422518511890114e-05
lob,1.299072462261945e-05,1.3422518511890114e-05
burg,1.299072462261945e-05,1.3422518511890114e-05
yflu,2.59814492452389e-05,4.4741728372967045e-06
elbow,3.897217386785835e-05,8.948345674593409e-06
thatsafact,1.299072462261945e-05,8.948345674593409e-06
braisin,1.299072462261945e-05,8.948345674593409e-06
albertogomez,1.299072462261945e-05,8.948345674593409e-06
threesome,1.299072462261945e-05,4.921590121026375e-05
missrobinv,2.59814492452389e-05,4.4741728372967045e-06
ca,2.59814492452389e-05,6.263841972215386e-05
iz,5.19628984904778e-05,2.684503702378023e-05
highwaisted,1.299072462261945e-05,8.948345674593409e-06
steen,2.59814492452389e-05,4.4741728372967045e-06
robfernau,1.299072462261945e-05,8.948345674593409e-06
dori,1.299072462261945e-05,8.948345674593409e-06
cloprestiwfan,2.59814492452389e-05,4.4741728372967045e-06
wee,3.897217386785835e-05,5.369007404756046e-05
foejlgirad,1.299072462261945e-05,8.948345674593409e-06
lordemusic,2.59814492452389e-05,4.4741728372967045e-06
bitchin,1.299072462261945e-05,4.474172837296705e-05
finallygotanude,1.299072462261945e-05,8.948345674593409e-06
lanna,1.299072462261945e-05,8.948345674593409e-06
nno,1.299072462261945e-05,8.948345674593409e-06
qbndpxdv,1.299072462261945e-05,8.948345674593409e-06
abt,3.897217386785835e-05,4.026755553567034e-05
lqskg,1.299072462261945e-05,8.948345674593409e-06
aaron,2.59814492452389e-05,1.3422518511890114e-05
mainetheck,1.299072462261945e-05,8.948345674593409e-06
boominator,2.59814492452389e-05,4.4741728372967045e-06
uglyassayekay,1.299072462261945e-05,2.2370864186483524e-05
seanspicer,2.59814492452389e-05,4.4741728372967045e-06
tingly,2.59814492452389e-05,4.4741728372967045e-06
cioehgg,1.299072462261945e-05,8.948345674593409e-06
mcflurry,3.897217386785835e-05,4.4741728372967045e-06
backup,2.59814492452389e-05,1.3422518511890114e-05
entrance,1.299072462261945e-05,8.948345674593409e-06
deemef,2.59814492452389e-05,4.4741728372967045e-06
male,5.19628984904778e-05,6.263841972215386e-05
vandaan,2.59814492452389e-05,4.4741728372967045e-06
disposable,1.299072462261945e-05,8.948345674593409e-06
antoinette,2.59814492452389e-05,4.4741728372967045e-06
youhoes,1.299072462261945e-05,8.948345674593409e-06
california,7.79443477357167e-05,5.816424688485716e-05
jeffrey,1.299072462261945e-05,8.948345674593409e-06
bouncer,1.299072462261945e-05,1.7896691349186818e-05
directioner,1.299072462261945e-05,8.948345674593409e-06
sleept,1.299072462261945e-05,8.948345674593409e-06
nza,2.59814492452389e-05,4.4741728372967045e-06
deceives,1.299072462261945e-05,8.948345674593409e-06
tracee,1.299072462261945e-05,8.948345674593409e-06
sykeeee,1.299072462261945e-05,8.948345674593409e-06
straatvogels,2.59814492452389e-05,4.4741728372967045e-06
cnnmoney,2.59814492452389e-05,4.4741728372967045e-06
irma,1.299072462261945e-05,8.948345674593409e-06
watcher,1.299072462261945e-05,8.948345674593409e-06
form,2.59814492452389e-05,3.5793382698373636e-05
roast,2.59814492452389e-05,2.684503702378023e-05
frog,2.59814492452389e-05,8.948345674593409e-06
soccergrlprobs,2.59814492452389e-05,4.4741728372967045e-06
patr,1.299072462261945e-05,8.948345674593409e-06
brookbristow,1.299072462261945e-05,8.948345674593409e-06
nk,1.299072462261945e-05,8.948345674593409e-06
laminate,1.299072462261945e-05,8.948345674593409e-06
huffpostbooks,2.59814492452389e-05,4.4741728372967045e-06
cussed,1.299072462261945e-05,1.3422518511890114e-05
necessity,1.299072462261945e-05,8.948345674593409e-06
oath,2.59814492452389e-05,8.948345674593409e-06
trying,0.0002338330432071501,0.000514529876289121
laker,1.299072462261945e-05,1.3422518511890114e-05
speaks,5.19628984904778e-05,8.948345674593409e-06
fuuuck,1.299072462261945e-05,8.948345674593409e-06
loyalist,1.299072462261945e-05,8.948345674593409e-06
anne,1.299072462261945e-05,8.948345674593409e-06
daniellesayswha,1.299072462261945e-05,8.948345674593409e-06
vitriol,1.299072462261945e-05,8.948345674593409e-06
rhythmixx,3.897217386785835e-05,2.684503702378023e-05
miketattaglia,1.299072462261945e-05,8.948345674593409e-06
npiq,1.299072462261945e-05,8.948345674593409e-06
ft,6.495362311309725e-05,2.684503702378023e-05
vezzo,1.299072462261945e-05,1.3422518511890114e-05
gmi,2.59814492452389e-05,4.4741728372967045e-06
rebellion,2.59814492452389e-05,8.948345674593409e-06
zbgvh,2.59814492452389e-05,4.4741728372967045e-06
kept,5.19628984904778e-05,4.921590121026375e-05
lhrusg,1.299072462261945e-05,8.948345674593409e-06
alice,1.299072462261945e-05,1.7896691349186818e-05
gohawks,1.299072462261945e-05,8.948345674593409e-06
der,1.299072462261945e-05,8.948345674593409e-06
serena,1.299072462261945e-05,1.3422518511890114e-05
unbelievable,3.897217386785835e-05,1.3422518511890114e-05
robda,2.59814492452389e-05,4.4741728372967045e-06
preventing,1.299072462261945e-05,8.948345674593409e-06
texaskid,1.299072462261945e-05,8.948345674593409e-06
whiney,1.299072462261945e-05,2.2370864186483524e-05
freshrhymes,1.299072462261945e-05,8.948345674593409e-06
looklike,1.299072462261945e-05,8.948345674593409e-06
vcysz,1.299072462261945e-05,8.948345674593409e-06
returnofthemarc,1.299072462261945e-05,8.948345674593409e-06
parked,2.59814492452389e-05,1.3422518511890114e-05
asshats,1.299072462261945e-05,1.3422518511890114e-05
chood,1.299072462261945e-05,8.948345674593409e-06
cliftonsings,1.299072462261945e-05,8.948345674593409e-06
eddiekinggg,1.299072462261945e-05,8.948345674593409e-06
mxwtt,1.299072462261945e-05,8.948345674593409e-06
uneducated,2.59814492452389e-05,4.4741728372967045e-06
smokin,2.59814492452389e-05,6.263841972215386e-05
youkeish,1.299072462261945e-05,8.948345674593409e-06
dlc,2.59814492452389e-05,4.4741728372967045e-06
